ano,tema,indicador,valor,unidade,fonte,base_origem,variaveis_usadas,nivel_agregacao,comparabilidade_2014_2025,observacao_metodologica,atualizado_em
2022,Infraestrutura,esgoto rede publica,71.05,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_esgoto_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2022,Infraestrutura,banheiro,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_banheiro,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2022,Infraestrutura,cozinha,97.37,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_cozinha,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2022,Infraestrutura,refeitorio,73.68,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_refeitorio,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2022,Infraestrutura,biblioteca ou sala leitura,39.47,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_biblioteca_ou_sala_leitura,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2022,Infraestrutura,laboratorio informatica,21.05,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_informatica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2022,Infraestrutura,laboratorio ciencias,15.79,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_ciencias,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2022,Infraestrutura,quadra esportes,39.47,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_quadra_esportes,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2022,Infraestrutura,parque infantil,50.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_parque_infantil,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2022,Infraestrutura,patio coberto,34.21,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_coberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2022,Infraestrutura,patio descoberto,71.05,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_descoberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,agua potavel,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_potavel,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,agua rede publica,97.44,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,energia rede publica,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_energia_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,esgoto rede publica,58.97,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_esgoto_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,banheiro,94.87,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_banheiro,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,cozinha,94.87,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_cozinha,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,refeitorio,64.10,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_refeitorio,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,biblioteca ou sala leitura,43.59,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_biblioteca_ou_sala_leitura,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,laboratorio informatica,23.08,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_informatica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,laboratorio ciencias,17.95,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_ciencias,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,quadra esportes,38.46,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_quadra_esportes,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,parque infantil,48.72,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_parque_infantil,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,patio coberto,35.90,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_coberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2023,Infraestrutura,patio descoberto,64.10,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_descoberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,agua potavel,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_potavel,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,agua rede publica,97.56,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,energia rede publica,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_energia_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,esgoto rede publica,65.85,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_esgoto_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,banheiro,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_banheiro,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,cozinha,92.68,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_cozinha,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,refeitorio,80.49,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_refeitorio,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,biblioteca ou sala leitura,48.78,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_biblioteca_ou_sala_leitura,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,laboratorio informatica,24.39,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_informatica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,laboratorio ciencias,17.07,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_ciencias,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,quadra esportes,34.15,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_quadra_esportes,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,parque infantil,63.41,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_parque_infantil,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,patio coberto,36.59,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_coberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2024,Infraestrutura,patio descoberto,68.29,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_descoberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,agua potavel,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_potavel,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,agua rede publica,97.50,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,energia rede publica,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_energia_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,esgoto rede publica,62.50,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_esgoto_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,banheiro,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_banheiro,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,cozinha,95.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_cozinha,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,refeitorio,87.50,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_refeitorio,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,biblioteca ou sala leitura,50.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_biblioteca_ou_sala_leitura,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,laboratorio informatica,22.50,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_informatica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,laboratorio ciencias,17.50,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_ciencias,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,quadra esportes,42.50,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_quadra_esportes,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,parque infantil,60.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_parque_infantil,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,patio coberto,50.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_coberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2025,Infraestrutura,patio descoberto,72.50,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_descoberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Tecnologia e acessibilidade,Percentual de escolas com internet,72.22,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET,município/ano,comparável com adaptação,Percentual de escolas ativas com internet declarada.,2026-06-01T12:00:08
2014,Tecnologia e acessibilidade,Percentual de escolas com banda larga,66.67,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_BANDA_LARGA,município/ano,comparável com adaptação,Percentual de escolas ativas com banda larga declarada.,2026-06-01T12:00:08
2014,Tecnologia e acessibilidade,Percentual de escolas com internet para alunos,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET_ALUNOS,município/ano,comparável com adaptação,Percentual de escolas ativas com internet para alunos declarada.,2026-06-01T12:00:08
2014,Tecnologia e acessibilidade,Percentual de escolas com internet para aprendizagem,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET_APRENDIZAGEM,município/ano,comparável com adaptação,Percentual de escolas ativas com uso declarado para aprendizagem.,2026-06-01T12:00:08
2014,Tecnologia e acessibilidade,Total de computadores,555,equipamentos,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_COMPUTADOR,município/ano,comparável com adaptação,Total de computadores apenas quando a variável está disponível no ano.,2026-06-01T12:00:08
2014,Tecnologia e acessibilidade,Total de computadores para alunos,363,equipamentos,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_COMP_ALUNO ou soma de equipamentos de alunos,município/ano,comparável com adaptação,"Quando QT_COMP_ALUNO não existe, usa soma alternativa de equipamentos para alunos.",2026-06-01T12:00:08
2014,Tecnologia e acessibilidade,Percentual de escolas com rampas,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_ACESSIBILIDADE_RAMPAS,município/ano,comparável com adaptação,Percentual de escolas ativas com presença declarada do recurso.,2026-06-01T12:00:08
2014,Tecnologia e acessibilidade,Percentual de escolas com banheiro acessível,25.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_BANHEIRO_PNE,município/ano,comparável com adaptação,Percentual de escolas ativas com presença declarada do recurso.,2026-06-01T12:00:08
2014,Tecnologia e acessibilidade,Percentual de escolas com salas acessíveis,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_SALAS_UTILIZADAS_ACESSIVEIS,município/ano,comparável com adaptação,Percentual de escolas ativas com pelo menos uma sala acessível declarada.,2026-06-01T12:00:08
2014,Tecnologia e acessibilidade,Percentual de escolas sem recurso de acessibilidade,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_ACESSIBILIDADE_INEXISTENTE,município/ano,comparável com adaptação,Percentual de escolas ativas com inexistência declarada de recurso de acessibilidade.,2026-06-01T12:00:08
2015,Tecnologia e acessibilidade,Percentual de escolas com internet,80.56,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET,município/ano,comparável com adaptação,Percentual de escolas ativas com internet declarada.,2026-06-01T12:00:08
2015,Tecnologia e acessibilidade,Percentual de escolas com banda larga,72.22,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_BANDA_LARGA,município/ano,comparável com adaptação,Percentual de escolas ativas com banda larga declarada.,2026-06-01T12:00:08
2015,Tecnologia e acessibilidade,Percentual de escolas com internet para alunos,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET_ALUNOS,município/ano,comparável com adaptação,Percentual de escolas ativas com internet para alunos declarada.,2026-06-01T12:00:08
2015,Tecnologia e acessibilidade,Percentual de escolas com internet para aprendizagem,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET_APRENDIZAGEM,município/ano,comparável com adaptação,Percentual de escolas ativas com uso declarado para aprendizagem.,2026-06-01T12:00:08
2015,Tecnologia e acessibilidade,Total de computadores,531,equipamentos,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_COMPUTADOR,município/ano,comparável com adaptação,Total de computadores apenas quando a variável está disponível no ano.,2026-06-01T12:00:08
2015,Tecnologia e acessibilidade,Total de computadores para alunos,395,equipamentos,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_COMP_ALUNO ou soma de equipamentos de alunos,município/ano,comparável com adaptação,"Quando QT_COMP_ALUNO não existe, usa soma alternativa de equipamentos para alunos.",2026-06-01T12:00:08
2015,Tecnologia e acessibilidade,Percentual de escolas com rampas,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_ACESSIBILIDADE_RAMPAS,município/ano,comparável com adaptação,Percentual de escolas ativas com presença declarada do recurso.,2026-06-01T12:00:08
2015,Tecnologia e acessibilidade,Percentual de escolas com banheiro acessível,30.56,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_BANHEIRO_PNE,município/ano,comparável com adaptação,Percentual de escolas ativas com presença declarada do recurso.,2026-06-01T12:00:08
2015,Tecnologia e acessibilidade,Percentual de escolas com salas acessíveis,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_SALAS_UTILIZADAS_ACESSIVEIS,município/ano,comparável com adaptação,Percentual de escolas ativas com pelo menos uma sala acessível declarada.,2026-06-01T12:00:08
2015,Tecnologia e acessibilidade,Percentual de escolas sem recurso de acessibilidade,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_ACESSIBILIDADE_INEXISTENTE,município/ano,comparável com adaptação,Percentual de escolas ativas com inexistência declarada de recurso de acessibilidade.,2026-06-01T12:00:08
2016,Tecnologia e acessibilidade,Percentual de escolas com internet,80.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET,município/ano,comparável com adaptação,Percentual de escolas ativas com internet declarada.,2026-06-01T12:00:08
2016,Tecnologia e acessibilidade,Percentual de escolas com banda larga,62.86,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_BANDA_LARGA,município/ano,comparável com adaptação,Percentual de escolas ativas com banda larga declarada.,2026-06-01T12:00:08
2016,Tecnologia e acessibilidade,Percentual de escolas com internet para alunos,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET_ALUNOS,município/ano,comparável com adaptação,Percentual de escolas ativas com internet para alunos declarada.,2026-06-01T12:00:08
2016,Tecnologia e acessibilidade,Percentual de escolas com internet para aprendizagem,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET_APRENDIZAGEM,município/ano,comparável com adaptação,Percentual de escolas ativas com uso declarado para aprendizagem.,2026-06-01T12:00:08
2016,Tecnologia e acessibilidade,Total de computadores,483,equipamentos,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_COMPUTADOR,município/ano,comparável com adaptação,Total de computadores apenas quando a variável está disponível no ano.,2026-06-01T12:00:08
2016,Tecnologia e acessibilidade,Total de computadores para alunos,366,equipamentos,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_COMP_ALUNO ou soma de equipamentos de alunos,município/ano,comparável com adaptação,"Quando QT_COMP_ALUNO não existe, usa soma alternativa de equipamentos para alunos.",2026-06-01T12:00:08
2016,Tecnologia e acessibilidade,Percentual de escolas com rampas,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_ACESSIBILIDADE_RAMPAS,município/ano,comparável com adaptação,Percentual de escolas ativas com presença declarada do recurso.,2026-06-01T12:00:08
2016,Tecnologia e acessibilidade,Percentual de escolas com banheiro acessível,31.43,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_BANHEIRO_PNE,município/ano,comparável com adaptação,Percentual de escolas ativas com presença declarada do recurso.,2026-06-01T12:00:08
2016,Tecnologia e acessibilidade,Percentual de escolas com salas acessíveis,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_SALAS_UTILIZADAS_ACESSIVEIS,município/ano,comparável com adaptação,Percentual de escolas ativas com pelo menos uma sala acessível declarada.,2026-06-01T12:00:08
2016,Tecnologia e acessibilidade,Percentual de escolas sem recurso de acessibilidade,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_ACESSIBILIDADE_INEXISTENTE,município/ano,comparável com adaptação,Percentual de escolas ativas com inexistência declarada de recurso de acessibilidade.,2026-06-01T12:00:08
2017,Tecnologia e acessibilidade,Percentual de escolas com internet,77.78,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET,município/ano,comparável com adaptação,Percentual de escolas ativas com internet declarada.,2026-06-01T12:00:08
2017,Tecnologia e acessibilidade,Percentual de escolas com banda larga,58.33,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_BANDA_LARGA,município/ano,comparável com adaptação,Percentual de escolas ativas com banda larga declarada.,2026-06-01T12:00:08
2017,Tecnologia e acessibilidade,Percentual de escolas com internet para alunos,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET_ALUNOS,município/ano,comparável com adaptação,Percentual de escolas ativas com internet para alunos declarada.,2026-06-01T12:00:08
2017,Tecnologia e acessibilidade,Percentual de escolas com internet para aprendizagem,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET_APRENDIZAGEM,município/ano,comparável com adaptação,Percentual de escolas ativas com uso declarado para aprendizagem.,2026-06-01T12:00:08
2017,Tecnologia e acessibilidade,Total de computadores,432,equipamentos,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_COMPUTADOR,município/ano,comparável com adaptação,Total de computadores apenas quando a variável está disponível no ano.,2026-06-01T12:00:08
2017,Tecnologia e acessibilidade,Total de computadores para alunos,312,equipamentos,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_COMP_ALUNO ou soma de equipamentos de alunos,município/ano,comparável com adaptação,"Quando QT_COMP_ALUNO não existe, usa soma alternativa de equipamentos para alunos.",2026-06-01T12:00:08
2017,Tecnologia e acessibilidade,Percentual de escolas com rampas,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_ACESSIBILIDADE_RAMPAS,município/ano,comparável com adaptação,Percentual de escolas ativas com presença declarada do recurso.,2026-06-01T12:00:08
2017,Tecnologia e acessibilidade,Percentual de escolas com banheiro acessível,36.11,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_BANHEIRO_PNE,município/ano,comparável com adaptação,Percentual de escolas ativas com presença declarada do recurso.,2026-06-01T12:00:08
2017,Tecnologia e acessibilidade,Percentual de escolas com salas acessíveis,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_SALAS_UTILIZADAS_ACESSIVEIS,município/ano,comparável com adaptação,Percentual de escolas ativas com pelo menos uma sala acessível declarada.,2026-06-01T12:00:08
2017,Tecnologia e acessibilidade,Percentual de escolas sem recurso de acessibilidade,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_ACESSIBILIDADE_INEXISTENTE,município/ano,comparável com adaptação,Percentual de escolas ativas com inexistência declarada de recurso de acessibilidade.,2026-06-01T12:00:08
2018,Tecnologia e acessibilidade,Percentual de escolas com internet,80.56,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET,município/ano,comparável com adaptação,Percentual de escolas ativas com internet declarada.,2026-06-01T12:00:08
2018,Tecnologia e acessibilidade,Percentual de escolas com banda larga,63.89,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_BANDA_LARGA,município/ano,comparável com adaptação,Percentual de escolas ativas com banda larga declarada.,2026-06-01T12:00:08
2018,Tecnologia e acessibilidade,Percentual de escolas com internet para alunos,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET_ALUNOS,município/ano,comparável com adaptação,Percentual de escolas ativas com internet para alunos declarada.,2026-06-01T12:00:08
2018,Tecnologia e acessibilidade,Percentual de escolas com internet para aprendizagem,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_INTERNET_APRENDIZAGEM,município/ano,comparável com adaptação,Percentual de escolas ativas com uso declarado para aprendizagem.,2026-06-01T12:00:08
2018,Tecnologia e acessibilidade,Total de computadores,426,equipamentos,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_COMPUTADOR,município/ano,comparável com adaptação,Total de computadores apenas quando a variável está disponível no ano.,2026-06-01T12:00:08
2018,Tecnologia e acessibilidade,Total de computadores para alunos,287,equipamentos,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_COMP_ALUNO ou soma de equipamentos de alunos,município/ano,comparável com adaptação,"Quando QT_COMP_ALUNO não existe, usa soma alternativa de equipamentos para alunos.",2026-06-01T12:00:08
2018,Tecnologia e acessibilidade,Percentual de escolas com rampas,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_ACESSIBILIDADE_RAMPAS,município/ano,comparável com adaptação,Percentual de escolas ativas com presença declarada do recurso.,2026-06-01T12:00:08
2018,Tecnologia e acessibilidade,Percentual de escolas com banheiro acessível,36.11,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_BANHEIRO_PNE,município/ano,comparável com adaptação,Percentual de escolas ativas com presença declarada do recurso.,2026-06-01T12:00:08
2018,Tecnologia e acessibilidade,Percentual de escolas com salas acessíveis,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,QT_SALAS_UTILIZADAS_ACESSIVEIS,município/ano,comparável com adaptação,Percentual de escolas ativas com pelo menos uma sala acessível declarada.,2026-06-01T12:00:08
2018,Tecnologia e acessibilidade,Percentual de escolas sem recurso de acessibilidade,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_tecnologia_acessibilidade.csv,IN_ACESSIBILIDADE_INEXISTENTE,município/ano,comparável com adaptação,Percentual de escolas ativas com inexistência declarada de recurso de acessibilidade.,2026-06-01T12:00:08
